,text
1605,"@BcodeVenezuela Buenas tardes, hace 5 días pase la tarjeta y dió error en el punto y resulta que el banco lo débito. Dónde puedo hacer el reclamo a parte de ir a alguna agencia?"
1606,"#LOCALES |  Las recientes precipitaciones que han afectado a varias zonas del país han incidido en el retraso de la llegada de las gandolas de combustible al Táchira, según informó este viernes Nellyver Lugo. #27Ago 
https://t.co/ByDgGLhTUz"
1607,"@jomontenegro73 @elgochoceballos Si con esa cara de m......
 Por respeto a Johanna no termino la palabra, vagabundo traidor..😡
Eres tremendo cinico colaboracionista.."
1608,"@MariedgyAC El pago de la prórroga se hace desde la pag de Saime por mercantil o la plataforma de biopagos del BDV. Y según la gaceta ofic 42.092 de fines de marzo de este año, sólo podrás tener 1 prórroga x 5 años (todo el mundo, de hecho). Después debes sacar psspt nuevo (el de 10 años)."
1609,"SE CAEN LAS CARETAS EN EL TÁCHIRA: los presidentes de la Asociación de Ganaderos del Táchira y de la Asociación de Avicultores del Táchira dieron su apoyo al candidato del PSUV, Freddy Bernal. El presidente de Asogata es hermano de la diputada de VP @SoniaMedinaSC , hoy exiliada."
1610,"Hola Almiranta Carmen Meléndez. Yo no soy de Caracas, pero le escribí al correo Gestión Perfecta porque tengo un planteamiento productivo y una gran necesidad relacionada con mi salud. No puedo e tender como he escrito a Usted, al Gobernador, al Mismo Presidente Nicolás Maduro. Y que no tenga yo una respuesta pronta y oportuna. Yo también soy Venezolano y he dado mucho por el proyecto revolucionario del Comandante Chávez. Se siente uno solo cuando con tristeza se da cuenta uno que no lo toman en cuenta en lo absoluto. Este mi mensaje seguramente quedará como muchos tantos en el olvido de un nunca jamás como tantas promesas incumplidas... "
1611,"El Consulado General de Colombia en Sao Paulo 🇧🇷 anuncia una nueva jornada de #ConsuladoMóvil en la ciudad de Belo Horizonte del 1 al 3 de septiembre.

Agende su cita👇
https://t.co/Vfjdxlgx9L https://t.co/HOhwXXauSA"
1612,"@cmmzodic @NicolasMaduro @ZODI45_Carabobo @dhernandezlarez @wistohor con compromiso de lucha la #MiliciaBolivariana se integra a las operaciones de escudo Bolivariano 
@NicolasMaduro 
@vladimirpadrino 
@wistohor 
@dhernandezlarez 
@ZODI45_Carabobo  
@libertad003 
@452Vigirima 
@apdiyagua2 
#MiliciaBolivariana 
#PieDeLucha"
1613,"@elgochoceballos Es que tuvo su momento  de ser pendejo hasta ahí,  pasaste a ser otro cadáver político,  delincuente,  mercader."
1614,"#01Oct A cualquiera le puede gustar su trabajo … Para amar tu trabajo no es suficiente, debes dar tu pasión a tu trabajo. ¡Aquí Nadie se Rinde! 💪🏽💪🏽🦇🦇 #RumboAlBolívarDigital #carabobo #aquinadieserinde #lacava #docentes #viernes https://t.co/FLslJrlqkT"
1615,"“Chiche” Smith, de 67 años de edad, has sido acusado por presuntamente ser el principal cabecilla del “Cartel de Paraguaná”, una organización narcotraficante que ha enviado toneladas de droga a través de El Caribe.
-
-
Más detalles en el link:
https://t.co/sdpAU07REF"
1616,"BCV siguió inyectando divisas por segundo día seguido: Dólar oficial sube a Bs.4,1945 mientras el paralelo se derrumba https://t.co/zGW3FOtf8S"
1617,"#20Oct En el marco del año Bicentenario de la Batalla de Carabobo bajo las instrucciones del Director General @policiafla01 Realizan Recorrido en casco central de @LinaresPotenci1 para fortalecer la seguridad @NicolasMaduro
@Zamora_PSUV_ #PuebloQueProduceYVence https://t.co/BDr0bSCTtX"
1618,"@Yasde @claudiapapo BDV: operacion #7116 por PagoClave al 04168879230 Bs 5,00 comision Bs 0,01. Fecha: 29-10-21 - 17:30 Inf: 0500MICLAVE"
1619,"#18agosto #Ganaderos del #Táchira luchan por los precios justos de sus #productos / Los productores tenemos que buscar la forma de ingeniárnosla para seguir produciendo por el tema de los insumos y la gasolina...

https://t.co/TMV0A3OmwE https://t.co/6DqUajZ1TX"
1620,"Acaba de publicar una foto en Coro, Falcon https://t.co/YoO78urp1R"
1621,@CorpoelecCarabo @UsoRacional Municipio Miguel peña valencia carabobo  muchos sectores sin electricidad!
1622,"identidad, alimentación y defensa. Porque Ciudad Guayana tiene con qué. Seguimos avanzando con nuestro hermano @OviedoPSUV, 
 porque 
¡Juntos lo Hacemos Mejor!
@amarcanopsuv, candidato a la Gobernación del estado Bolívar*
#LoEstamosHaciendoBien"
1623,"TEATRO MUNICIPAL ""SIMON BOLIVAR"" CIUDAD BOLIVIA / PEDRAZA/ BARINAS/ VENEZUELA /  CAPITAL DE LOS RIOS MAS HERMOSOS DE NUESTRO  PAIS https://t.co/pNUnj8RmRY"
1624,Más de 85% de los laboratorios en los centros de salud pública de Carabobo no funcionan https://t.co/Q6BaR4yHCM
1625,@TuMundoInter Buen día desde hace un mes estamos sin señal Inter en el centro de San Mateo Municipio Bolivar del Estado Aragua. Los técnicos estuvieron por la zona la semana pasada pero no solventaron la situación. Agradezco su colaboración al respecto
1626,"Como es posible? Aquí en Táchira si le tienen saboteó al Bs y es el mismo gobierno de la mano del protector, diputado a la asamblea nacional y ahora candidato a la gobernación del estado Táchira impidiendo pagar con bs, con el sistema Patria. No se si @NicolasMaduro lo sabe. https://t.co/5wUuNWQXG2"
1627,"❤️🇨🇺 CDI Libertad Estado Tachira#HéroesDeLaSalud 
#ACubaPonleCorazón #CubaPorLaVida @cubacooperaven @MINSAPCuba 
@japortalmiranda @PardoRegla https://t.co/vbvhJ5CGmf"
1628,@RNVinformativa @dcabellor Pongamos un número telefónico corto para accesar al BCV y saber la cotización del dólar por SMS.
1629,"@YosefMel Habla paja de Banesco pero ahi estan; pariendo los clavos de Cristo y ""comprando"" las cholas de Moises"
1630,"@AnunciaYa Kit Nintendo Dsi por 2$, incluye: 01 Lector de Tarjeta MicroSD, 03 Protector de Pantalla y 03 Lápices punta de goma. #Nintendo #DSI #Game #Vende #VenVariedades #Carabobo #Valencia #SanDiego #mercadolibre https://t.co/HtqYnDXGZ1 https://t.co/y810deR0pH"
1631,@GNBCmdtGral @GNB41_CARABOBO @Rivera_bastardo Venceremos 👊🇻🇪
1632,"@PresidencialVE Personal de Salud en Tachira, esperan sean honrados los pagos por Homologación Acta Convenio de las cláusulas aprobadas el 21Junio, con incidencias salariales en bono vacacional, contrato variable (BN,DOM,FER).Diferencia Uniformes y otros. ""Salud Somos Todos""."
1633,"@Maridimarco @maigongh @Banesco yo tampoco me puedo conectar por la computadora hace dias, solo por el telefono desde la aplicacion de banesco"
1634,"@Edurodriguezg Buenos días 🇻🇪
#saludoplanetario desde la Ciudad Marquesa Barinas tierra llanera a la faldas del pie de monte andino #VenezuelaNecesitaUnNuevoDespertar🇻🇪"
1635,21:48 en Los Angeles Incendio menor (10-0-1) B-9 Los Mitimaes y Los Arawak https://t.co/xiUowpAFS8
1636,"#Valencia 94.3 FM | El presidente del Colegio de Enfermeros del Estado Carabobo, denunció el estado de deterioro en que se encuentra la Escuela de Enfermería de la  Facultad de Ciencias de la Salud de la Universidad de Carabobo – Vía El Carabobeño. https://t.co/uzxUxR0RLz"
1637,"#RT @seniat_falcon: En el SENIAT seguimos laborando con todas las medidas de bioseguridad por el bienestar del pueblo. Nuestro portal te garantiza la seguridad de tus tramites de manera efectiva y segura, desde la comodidad de tu hogar #LaPrevenciónEsCla… https://t.co/vrU0gQNymw"
1638,"#11Sep Hoy celebramos a la Virgen de Coromoto, venerada no solo en Guanare donde se encuentra su Basílica, sino en todo el país, de allí que sea conocida como ""La Patrona de #Venezuela"" 🇻🇪 A ella nuestras plegarias 🙏

@AlbitaTeresa 
@laidygomezf 
@GobiernoTachira https://t.co/0WV5YGHFwS"
1639,"@lucilangelm Y nosotros, los clientes, disponer de la información del día para poder reclamar nuestros derechos!😡El tweet @BCV_ORG_VE publica a diario y bien temprano, el tipo de cambio de ese día. ¡Defendamos nuestros derechos de consumidores. @sundde_ve @AdolfoP_Oficial"
1640,#Falcónysoldadodeinvierno #Disney #Marvel “Falcon y el soldado del invierno”:¿Cuánto debería ganar un Avenger? Anthony Mackie y Sebastian Stan le responden a El Comercio | VIDEO - El Comercio Perú https://t.co/womJ6h0lRT
1641,¡EN CARABOBO! Detienen a 6 miembros de una banda dedicada al tráfico de personas https://t.co/SLpw4TQqU9 https://t.co/So7d83jSC6
1642,¡LE CONTAMOS! Sundde cerró tiendas Traki temporalmente por remarcaje de precios y cobro a tasa distinta a la del BCV: “Es inaceptable” #12Oct #Venezuela  https://t.co/iojLuL4mCB
1643,"Lic. Lic. @luislarahn Porque al Equipo Milán de la Liga el pedregal le dicen La Máquina del Mal?
@ca_acosta
@fervarelahn"
1644,@orellana_merwin @Campananews @avilaelguerrero Tasa del BCV a que se refiere...
1645,@NestorLReverol mira narco tu en tu casa tienes planta eléctrica maldito malparido aquí en carabobo en Valencia no hubo luz desde las 12 am y llegó alas 9 am y se ha ido y venido más de diez  veces quien responde maldito por los artefactos eléctricos
1646,"En la Venezuela de los apagones, llegan carros eléctricos https://t.co/NtGyrkMO4L  #NACIONALES"
1647,"Un total de 01 tonelada de Material Ferroso fueron recuperados, gracias a las labores de patrullaje de los  efectivos castrenses de la .@GNB41_CARABOBO #GNBCaraboboSeguro #13Oct  PuebloPatriota #GNB4taD411Carabobo
#MonómerosEsDeVenezuela
UnidosPuebloyGNBEsSoberanía
.@libertad003 https://t.co/HDu9paH85T"
1648,"@mercadosyaccion @Banesco Que bien ....! ..
Le ha ido a Escotet ! ..
Los 22 años en sociedad con el  chavizmo narco terrorista y asesino ...! 
... lo hicieron más rico ! 
Por supuesto ...
En España 🇪🇸 .. 
Se mueven capitales chaviztas ....
Allí el .. clavo !!"
1649,@CFE_Contigo trono un transformador en Fuentes del Pedregal
1650,"@unidadvenezuela Intervención del BCV golpeó mucho más duro al dólar paralelo que al oficial
 https://t.co/ppmd7zf1Pp"
1651,¿Cuándo alcanzará Venezuela la inmunidad de rebaño contra el coronavirus? https://t.co/9heGIEsmfj  #NACIONALES
1652,"Los Maestros tienen razones para votar el #21N por @AmericoDeGrazia  próximo Gobernador Del Estado Bolivar y @cchancellor_f   Alcalde de Caroni, Maduro está raspado en Educación.  La dirigente magisterial Carmelis Urbaneja próxima diputada plantea un cambio de modelo educativo https://t.co/wS9d3Ai0ii"
1653,"#3Oct | Los cinco implicados en el femicidio de Ángela Aguirre, adolescente de 16 años asesinada el 23 de marzo de 2019 en #CiudadGuayana, estado #Bolívar, quedaron en libertad plena luego de que la Corte de Apelaciones del Tribunal Supremo de Justicia ratificara su decisión. https://t.co/RCy43WOjDi"
1654,"Una #Noticia de este tipo nunca la verás en @churuguara o en @espaciopublico ya que estos agentes de caos tienen como objetivo desestabilizar la población partiendo del terror y la recepción de #Palangre pero que les quede claro: #NosotrosVenceremos

#AlTroteConMarcoTorres https://t.co/JEYSfGUAf6"
1655,"@ZODI45_Carabobo @YormanMonteroD 3/3 los revolucionarios que estemos contribuyendo con la economía de la República y no podemos aceptar que degraden los derechos del pueblo.
Hasta cuando siguen golpeando al pueblo y haciendo daño a la Revolución de mi comandante Chávez.
Se tiene que dar el ejemplo con las E/S"
1656,"La #GNBFalcón, prestan Seguridad a las instalaciones de las plantas Eléctricas en todo el territorio Falconiano.
#31Mar  #FANB
#TodosContraElVirus
#GNByPuebloAlerta
#FANBEnDefensaDeLaDignidad 
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR https://t.co/1Q4f3ywzGV"
1657,"No podemos seguir indiferentes ante la necesidad que viven nuestros niños en #capacho creo que es hora de realmente ejercer la política del cielo en Venezuela.
#Venezuela #Tachira https://t.co/L1WGDzhTp7"
1658,#14Abr Recibiendo los primeros 300 Chaguaramos para seguir poniendo a Coro Bonito de la mano de nuestro gobernador Víctor Clark. ❤️👊🏽 @NicolasMaduro @dcabellor @PartidoPSUV @VTVcanal8 https://t.co/oPnf2leOwg
1659,#TENDENCIAS WhatsApp vuelve a pedir a sus usuarios aceptar las nuevas condiciones de uso a pocos días de la fecha límite https://t.co/fXN44ljQi0
1660,@BcodeVenezuela Buenas tardes cuando intento aperturar la cuenta a través de la aplicación no me registra ningún correo lo intento con varios y ninguno lo acepta
1661,@Banesco buenas noches el pago móvil del banco dice que esta en mantenimiento
1662,@palmaf Y tiene mucho más tiempo caída de lo que estuvo el BDV. Un desastre. Me da paja por los viejitos que tienen sus poquitos reales allí.
1663,"#ARC Tramo #Carabobo Tránsito lento a nivel del Peaje de Guacara KM 140, que afecta la circulación en ambos sentidos."
1664,"Viva la patria, hasta la victoria siempre paz a tu alma."
1665,"Hoy los sindicatos y gremios del Estado Táchira, presentamos un documento ante el inspector del trabajo, para rechazar la violación a los derechos laborales, contrataciones colectivas y la autonomía funcional y administrativa de las Universidades, Gobernación y alcaldías https://t.co/aDw3Vf7VV3"
1666,#INTERNACIONALES Peruano abusó de cinco adolescentes mientras les daba “clases de religión” https://t.co/PIrMnxfXeL
1667,"#Privados de libertad 6 jóvenes de La Victoria, Aragua, que realizaban jornadas de desinfección contra #COVID19. 
El Tribunal  7mo de control les imputó instigacion pública, agavillamiento, manejo indebido de sustancias peligrosas. Vía @churuguara https://t.co/W3rhthHj7J"
1668,Me pasaron tantas cosas malas al hilo que ni pienso tuitearlas. Prefiero mirar un punto fijo de la pared hasta que se termine el día
1669,Que disculpas ni nada' porque no dicen lo que está pasando en verdad! HABLEN claro!
1670,#NACIONALES Guaidó: Finalmente es una realidad el acceso al Programa Mundial de Alimentos https://t.co/YTpGGZY6HR
1671,EN CARABOBO: un rayo impactó sobre dos jóvenes dejándolos heridos https://t.co/m1cYALC4QL
1672,"@PollaAGN Buenas tardes amigo yo puedo hacer un pago móvil desde Banesco para el Mercantil, porque yo no tengo cuenta en ese banco"
1673,Estado Bolívar: Un inspector fallecido y tres agentes heridos del Dgcim de El Callao tras emboscada https://t.co/SaryrcmVAs
1674,"Disculpa pero ese libertinaje en Diciembre y en Carnavales ya venía  aumentando y te digo por Falcón no informaban, en Chichiriviche  mandaban a los infectados a su casa a aislarse porque tienen pruebas rápidas y el único hospital está en Coro a 4 horas y copado dime es justo https://t.co/viZpOY9UbD"
1675,"@gabriellopez80 Coño si.

Todo era tan brutal en aquella época, de día y de noche más aún Adicora era el avant garde del estado."
1676,"🎙️Declaraciones de Jesús Quintero:

“Me sentí muy bien por retornar como titular, me hacía mucha falta jugar; estoy contento porque pude aportar al equipo”.

📌Vía: Prensa Deportivo Táchira FC https://t.co/ULIPc7sDLE"
1677,"Pero lo lindo del fútbol es que es impredecible y la sorpresa siempre está a la vuelta de la esquina, hoy luego de muchos años logré jugar al Lado de una de las Máximas Figuras del fútbol Venezolano @williamendezg 

Participamos en la Medios Champions League @sinergia897"
1678,"Epa los de #Carabobo que saldrán en el Fraude electoral y creen en Bertucci 👉La palabra es clara, ""No todo el que me dice Señor, Señor entrara al reino de los cielos"" Mateo: 7_ 21-23 #20Octubre #Venezuela  https://t.co/zS5UcHO2so"
1679,Táchira por 15 puntos vitales para buscar cupo clasificatorio https://t.co/VFkIEpyvM8
1680,@Banesco @nativapagos Buenos días una pregunta yo tengo cuenta personal no puedo hacer una solicitud para un punto de venta gracias feliz día.
1681,@roserodriguez58 Bajo porque el gobierno inyectó 50millones$ al BCV lo que ciertamente a posteriori seguro repercutara ojalá que no pronto.
1682,si pueden decomisar ese arsenal  imagínense que hay en las calles.
1683,#Diocesanas Diócesis de Punto Fijo donó medicamentos a hospital centinela Dr. Carlos Diez del Ciervo https://t.co/4Rz1uCc2nc https://t.co/kIqyKAzKiA
1684,@Banesco @nativapagos No puedo entrar a Banesco online que está pasando.
1685,"Y que pasara con las transferencias que se hicieron del banco de Venezuela a otros bancos? Yo hice una transferencia del Venezuela al bicentenario antes q se dañará la plataforma y esta es la fecha q no se ha echo efectiva, está descontada del banco pero no se ha echo efectiva al otro banco y mi pregunta es q pasará con eso?"
1686,"@WingstopMexico En su sucursal pedregal es increíble lo poco capacitado y accesible del personal. Bueno, eso o nadie les dijo que estamos en pandemia 😷..."
1687,"#Tàchira 
Invitados cordialmente hoy a dejar sus donativos en los diferentes puntos , en solidaridad con #Tovar 
- Plaza los mangos
-Plaza Daniel Tinoco( Av. Carabobo)
- Obelisco. 
.

@AndinoAgro @JesusCardenas90 @lorearraiz @LaPrensaTachira @notitachirenses https://t.co/dedZDF3Qxo"
1688,No sé cuando coño es que podre sacar una TDD nunca hay disponibles en Cojedes.... 
1689,"#25Ago  #Táchira #Cúcuta #Emprendedores #Empresarios #Alquileres #Locales #Inmuebles #Inmobiliaria #Venezuela #Carabobo #Valencia  #Mérida #Barinas 
Contacto: 04247375415 - WhatsApp https://t.co/Kt6d7RrsC1"
1690,"@PetroDivisa @BcodeVenezuela @rmfinanzasve El Banco del Tesoro, también nos tiene congelados los Bonos PDVSA y sus intereses desde 2018. Así como lo depositado en cuentas corriente en divisas"
1691,"#VacunómetroVen | En Apure, Barinas y Falcón es claro que la inyección de la segunda dosis se está ejecutando fuera del periodo establecido. 

https://t.co/oJ6foSsXJ1"
1692,"Desde hace tiempo esa gobernación es ganada por la oposición estimado Andrés
Quisiera que le den un ojito a Carabobo para que vean la decepción https://t.co/8dcRVsQY88"
1693,#INTERNACIONALES En São Paulo exhuman tumbas antiguas para hacer espacio a entierros de fallecidos por covid-19 https://t.co/rfOPaxM1IN
1694,#SeVende Vivienda en Venta en Judibana de Amplios Espacios https://t.co/XbillD7gRL  #PuntoFijo  #Falcon
1695,@Virabhadra_1 ¿Y quedarse Sanchez sin su Falcón? Su persona es incapaz de renunciar a la presidencia y a todos los privilegios que conlleva. En su vida se vuelve a ver en otra igual. Ni con agua hirviendo nos lo quitamos de encima 🙄🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️
1696,"@carvareloso Sam Shephard de la original Panteras del Táchira junto a James Rounthre( no me acuerdo cómo se escribe el apellido), los verdugos de esa época. Nadie podía con esa dupla"
1697,"#Repost @rafaellacava10
...
Seguimos con el plan de rescate de los edificios en toda Carabobo. Hoy le tocó a esta comunidad en el municipio Bejuma. Pilas porque el próximo puede ser el tuyo. Aquí nadie se rinde. Q viva Carabobo 🦇🦇🦇 https://t.co/PIDSCCsddr"
1698,"@luismarcanos @ConElMazoDando @dcabellor Yooo🙋
Desde Puerto piritu 
Mi @luismarcanos"
1699,Un lugar llamado #Paraguana en #Venezuela https://t.co/Tpj1grGWzx
1700,"Dña. Gloria Niño de Cortés, mujer ejemplar del Táchira, su aporte invalorable junto a su esposo, para mantener el diario de los tachirenses, @lanacionweb, su corazón lleno de nobleza y siempre una mano amiga y solidaria. A mí amigo @fabioacortes y toda su flia. mis condolencias. https://t.co/83w6L7flkI"
1701,CUMBIA PEDREGAL ❤️❤️❤️❤️❤️ https://t.co/57ldZJDjrY
1702,"Dip. @sirit_eliezer: ""La decisión contra @ElNacionalWeb pretende cercenar el derecho a los venezolanos de estar informados objetiva y oportunamente""."
1703,Accidente en periférico sur  dirección al norte pasando bulevar de la Luz jardines de pedregal @OVIALCDMX https://t.co/1ug9mT4kN0
1704,Falcón y Gutierrez jugarán juntos por primera vez en el Superclásico https://t.co/2urvl41S4o
1705,Trabajadores de la salud en Táchira exigieron sus reivindicaciones laborables: “Ganamos de 2 a 3 dólares al mes” https://t.co/dq4QiP9IJ1
1706,"MÁXIMO COMPROMISO PATRIO! 👊🇻🇪 #17Oct 🎥 El MG Juvenal Fernández López @GNBCmdtGral, realizó visita en el Comando de Zona @GNB41_CARABOBO acompañado del Cmdte de Zona GB @Rivera_bastardo
#GNBPacDescanso
#LaVerdadSiempreTriunfa
#PuebloYCEOFANBVenceremos https://t.co/GfK48HWSxR"
1707,"Venezuela 🇻🇪  pide cambio y en el estado bolivar tenemos el hombre , el amigo y el gerente que necesitamos para empezar #PorElRescateDeBolivar Vamos todos en unidad 👍 este 21N  con @Raulyusef1  gobernador. https://t.co/JcW5bwNfFb"
1708,"@CorpoelecInfo Sin electricidad todo el sur este de Venezuela, desde Guasipati hasta Santa Elena de Uairen desde las 2:30pm el estado Bolivar, el estado que produce la electricidad de Venezuela, lo dejan sin el servicio a sus habitantes ademas sin gas ni gasolina desde hace meses"
1709,Ministerio de Comercio exige denunciar a quienes no usen la tasa de cambio del BCV https://t.co/dXHU7JPCIW
1710,"57 colombianos residentes en Nueva Jersey y Pensilvania iniciaron el curso para emprendedores ""Aprende y Emprende"".  ✅
Organiza: Consulado de Colombia en Newark con el apoyo de Colombia Nos Une y CPC Global Group. https://t.co/9dBqJx6cxu"
1711,"#EnVideo 📽️|| #FANB inspeccionó centro de inmunización en la sede de la Fundación del niño ""Mundo Sonrisa"" del estado Bolívar.

#15Oct PuebloYCEOFANBPorVzla
#PuebloVencedor #GNBBolívar
#VacunarseDependeDeTi
#GNB2DADESURBOLIVAR 
.@libertad003
.@GNBCmdtGral
https://t.co/CgvmdPJQeO"
1712,"@Banavihaldia Hola buen día, realizamos el pago del mes de agosto luego de la reconversión, ya les enviamos al correo señalado planilla y soporte y aun seguimos con la deuda, por los bancos no nos permite procesar, se realizo el pago directo desde Banesco, por favor"
1713,Y ya se había colocado la vacuna #SputnikV insisto vamos a cuidarnos #UsaCubrebocas #QuedateEnCasa https://t.co/fMDY4NaFCx
1714,"•► @Pontifex_es La Iglesia en estos días entra en la gran meditación de la Pasión del Señor. El Cristo sufriente está presente en el pobre, en el excluido, en el enfermo y en el hambriento, que llevan consigo el misterio de la Cruz. #SemanaSanta"
1715,@sogora_12 @elpiojolopez @NOTIFALCON La iglesia tambien no colabora... el viaje de retiros antes de semana santa de la gente de la iglesia ...deben paralizar todo sino esto no va atener fin
1716,"Gasolina
- Subsidiada 0,00002180 PTR (Bs 5.000)
- Internacional 0,00890823 PTR (USD 0,50)

#03Sep #FelizViernes #Petro #Bitcoin"
1717,"via TecnoAccesorio: Buenos días ¡Feliz Sábado!
Nuestra majestuosa Canaima, nuestro patrimonio y responsabilidad
¡Hoy podremos con todo!
#FelizSabado #FelizDia #BuenosDias #TecnoAccesorio #Carabobo #SanDiego 
@sandiegovial https://t.co/Yvcd5NpiER #QuedateEnCasa"
1718,@rmfinanzasve @BcodeVenezuela Paguenles bien le aseguro que no cobrarán más de 50$ al mes
1719,Comisión de la Defensoría delegada de Falcón atendió solicitud de familiares de privados de libertad  y visitó el centro de detención preventiva subdelegación del CICPC de Coro a los fines de constatar las condiciones de los internos y sostuvo reunión con autoridades del recinto. https://t.co/VWFTBT72r8
1720,"Portuguesa dejó pasar una oportunidad de oro para adueñarse de la cima del Grupo Occidental al igualar 1x1 ante Hermanos Colmenarez
#LigaFutve
1. Estudiantes 35
2. Portuguesa 33
3. Táchira 33
4. Zulia 22
5. Hermanos Col. 21
6. Zamora 17
7. Trujillanos 0 https://t.co/glITl6FnoZ"
1721,#INTERNACIONALES Mujer que tosió en la cara de otra fue condenada a prisión https://t.co/dewIMbroSj
1722,"hacer nada de nada tipo nada pq realmente no quiero hacer algo, entonces quedarme mirando a un punto fijo sin pensar q tengo responsabilidades y un tiempo indicado 
I vote #everythingiwanted of @billieeilish
as #BestLyrics at #iHeartAwards https://t.co/aHVTbtvDc9"
1723,@BcodeVenezuela Buen día hice un pago móvil el sábado a las 7:30 am y me los descontaron y no callo al destinatario no tampoco me aparece en el histórico d operaciones que solucion me dan ustedes @BcodeVenezuela
1724,"VENEZUELA: BUSINESSMAN/NARCO KINGPIN (Emilio Enrique Martínez, aka: Chiche Smith, Paraguaná Cartel) ARRESTED, LEAVES  https://t.co/1xIYB8xqPi"
1725,"La #GNBFalcón realiza despliegue de Seguridad, para el bienestar del pueblo en la lucha contá el COVID-19. #9Abr #FANB #GNB #GNBBolívar 
#BioseguridadPorLaVida
#GNByPuebloProtegido 
#YoSoyFANB
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR https://t.co/h4dj4t7h3T"
1726,"Acaba de publicar una foto en San Juan De Colón, Tachira, Venezuela https://t.co/KGN6SuhN4k"
1727,"Estado Mayor de nuestra #FANB en el edo Bolívar, realizó inspección al @D627_62 para verificar su Apresto Operacional

#14Oct #PuebloyCEOFANBEsPaz
#SoberaníaPatriayPaz
CentinelasPorLaPatria #GNBBolívar #GNB2daD623Bolivar
.@vladimirpadrino
https://t.co/rlLUuETmTW"
1728,Juramentan Comando de Campaña Aristóbulo Iztúriz en Carabobo https://t.co/sJbh7Q9s39 https://t.co/E0mXUsHpfm
1729,"@bbcmundo Conozco Iquique. Las trabajadoras de recepción se nos ofrecían por 30 $ la noche. Al chileno que vea en Vezuela lo mando al hospital a batazos de béisbol. En Puerto Ordaz, Estado Bolivar, Venezuela llegaron ingenieros mexicanos - chilenos y el urbanismo se llama chile-mex."
1730,Este taller estuvo dirigido al personal activo de la Contraloría del estado Bolívar @CEBolivar001 a fin de motivar y generar un impacto en la visión de los funcionarios que les permitan alcanzar sus objetivos y mejorar el trabajo en equipo entre sus miembros. https://t.co/u6KhgTqEmW
1731,I always knew I was part garifuna because of my grandmother.  I found out today I’m a mix of garifuna &amp; Arawak.
1732,@Banesco @MarialeBelier Banesquin yo en las mismas! Perdi mi TD. Q hago?
1733,"REFRINSURCA - PUNTO FIJO  (  REFRIGERACIÓN  INDUSTRIAL SURAMERICA  C.A  )  REPUESTOS DE REFRIGERACIÓN  DOMESTICA,  COMERCIAL,  INDUSTRIAL, AUTOMOTRIZ. TUBERÍAS, GASES  REFRIGERANTES, ASESORÍAS  E INSTALACIONES  DE  EQUIPOS  INDUSTRIALES  DE  REFRIGERACIÓN, CALIDAD AL MEJOR PRECIO https://t.co/mZSyGIKRXe"
1734,#15Oct 🗞️ | BCV reduce la presión a los bancos por no vender a tiempo los dólares inyectados https://t.co/6HKfKjpVjt
1735,"Valientes del ejército de batas blancas son ejemplo de solidaridad con países hermanos, salvando vidas en las comunidades. Así lo demuestran los colaboradores pertenecientes al CDI Bolívar, estado #Monagas.

#CubaPorLaVida  #CubaCoopera #ACubaPonleCorazón #HéroesDeLaSalud https://t.co/qAbj1DJAxk"
1736,Alcaldía confirma 61 contagios y cinco fallecidos por Covid-19 en Carirubana https://t.co/Ug0iZ49CNM #Paraguaná #Regionales #27Abr
1737,Daniel_RiosVE: Duermen en el piso: niños vulnerables bajo tutela de un condado de California viven en condiciones deplorables https://t.co/gkq0uCJges #DanielRiosTeInforma #Valencia #Carabobo #Venezuela
1738,Los recogían en transporte público: Capturaron a sospechosos de tráfico infantil en Carabobo https://t.co/Mjvd5AiqmK
1739,@avilaelguerrero @Polic_carabobo @sundde_ve Pura paja
1740,Barrer las calles en busca de oro: el rebusque de algunas personas en el sur del estado Bolívar https://t.co/Q1r9FuXpgD
1741,"#Efemérides Desde el #7Sep De 1955 se celebra el Día Internacional de los Derechos Civiles de las Mujeres fecha que permitió a las féminas mayores de 18 años tener derecho al voto. #FANB
.@vladimirpadrino
.@dhernandezlarez
.@GNBCmdtGral
.@Redi_andes
.@ZODITACHIRA21
.@GNB_tachira https://t.co/77tsHlVZoz"
1742,"Igualito sucede en Mariara edo Carabobo, 5 estaciones de gasolina y en todas es lo  mismo hasta cuando la bendita matraca por funcionarios y civiles también, nadie hace nada.... https://t.co/iHbUGudrjB"
1743,"Efectivos adscritos al #CVCDVC54CIJAA recuperaron en estado de abandono 325 Kg aprox. de material estratégico (chatarra) en el mcpio. Bolívar Edo Anzoategui, #GNBCVC #FANB #CEOFANB  #GNBgarantezdepaz
@Zodimainor74 
@GNBCmdtGral 
@FernandezAlayon https://t.co/aBM0vzuAhh"
1744,"@LaTeleTuya #LVBPXTLT 
Un saludo desde Naguanagua, Carabobo, los saluda cordialmente Jaime Ordoñez. excelente transmisión del juego magallanes vs Bravos. Hoy ganaran los navegantes. Saludos cordiales."
